Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,pixelX,pixelY,cameraYaw,cameraPitch,uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],uavQuatDelayed[0],uavQuatDelayed[1],uavQuatDelayed[2],uavQuatDelayed[3],uavEuler[0],uavEuler[1],uavEuler[2],selfPos[0],selfPos[1],selfPos[2],targetPosAbsGB[0],targetPosAbsGB[1],targetPosAbsGB[2],targetPosRel[0],targetPosRel[1],targetPosRel[2],targetPosAbs[0],targetPosAbs[1],targetPosAbs[2],targetId
2023,09,21,11,03,34,307,0.44985032081604004,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.46484375,-0.1388888955116272,-0.9434008409283973,-0.1585686961035072,0.009069835705817009,-0.011100542507619328,0.9990119881872557,-0.04206617993652927,0.009033507933084984,-0.011103378599800763,0.9990144358862736,-0.04201508787236937,-175.19517005652068,1.0876669054789476,1.227922205875271,0.0,0.0,8.625800000000012,169.81904534339918,-138.966199154763,0.0,-152.7053410958221,122.28867817716785,-8.625800000000012,-152.7053410958221,122.28867817716785,0.0,1
2023,09,21,11,03,34,351,0.4935891628265381,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.13611114025115967,-0.9449861980366444,-0.15539736375152371,0.009081185253854799,-0.011101260409181947,0.9990110517633263,-0.04208577605849007,0.009037785346175607,-0.011108034571667705,0.9990142267344746,-0.042017910301570496,-175.1948562409132,1.088182463318215,1.2284318506538574,0.0,0.0,8.626440000000002,169.5887423630603,-138.78558963290635,0.0,-152.56365964735116,122.18043474708375,-8.626440000000002,-152.56365964735116,122.18043474708375,0.0,1
2023,09,21,11,03,34,403,0.5434310436248779,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.46484375,-0.13333332538604736,-0.9434008409283973,-0.15222596239738137,0.009091447791093245,-0.011097830220736992,0.9990106182499647,-0.04209475460525611,0.009040359926233135,-0.01110083396107558,0.9990143202902063,-0.04201703503187551,-175.19495174840725,1.0884415576889428,1.227595926968343,0.0,0.0,8.62584000000001,169.34225775952075,-138.5760563826368,0.0,-152.34796312147574,122.00069236611827,-8.62584000000001,-152.34796312147574,122.00069236611827,0.0,1
2023,09,21,11,03,34,441,0.5808160305023193,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4664062261581421,-0.13611114025115967,-0.9465713118065735,-0.15539736375152371,0.009094797672209021,-0.01110731825534274,0.9990100826643253,-0.04210423816546155,0.009043784442301537,-0.01109497174613898,0.9990139796072818,-0.042025945725647974,-175.1939272037391,1.0888164097089614,1.2268985394603666,0.0,0.0,8.62464,169.54959160450355,-138.76138832288242,0.0,-152.5001347608777,122.1320722693115,-8.62464,-152.5001347608777,122.1320722693115,0.0,1
2023,09,21,11,03,34,472,0.61458420753479,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.13333332538604736,-0.9449861980366444,-0.15222596239738137,0.009099774479919404,-0.011114136577722759,0.9990094800118897,-0.04211566120720433,0.009052949594421095,-0.011096847851796517,0.9990140909928441,-0.04202082899154103,-175.19452656191982,1.0898684574230189,1.227075126022112,0.0,0.0,8.62464,169.3149398691219,-138.56152996350053,0.0,-152.36969908453233,122.02278674928789,-8.62464,-152.36969908453233,122.02278674928789,0.0,1
2023,09,21,11,03,34,513,0.6560475826263428,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.13611114025115967,-0.9449861980366444,-0.15539736375152371,0.009098052606062437,-0.011119928379995985,0.999009317513279,-0.04211835886230056,0.009062212813066997,-0.011099077529504129,0.9990133806377904,-0.04203512916095376,-175.19289926318226,1.0909572813024808,1.2272705422494792,0.0,0.0,8.626800000000003,169.59581966809586,-138.79138145575192,0.0,-152.66106786406093,122.24913045253395,-8.626800000000003,-152.66106786406093,122.24913045253395,0.0,1
2023,09,21,11,03,34,552,0.6943318843841553,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.13611114025115967,-0.9449861980366444,-0.15539736375152371,0.009095787376334022,-0.011120564367948721,0.9990090645036862,-0.042124680884402375,0.009073029319516264,-0.011104722326493807,0.9990128241527794,-0.042044529481333616,-175.1918394763267,1.0922343441724656,1.2278549282179512,0.0,0.0,8.62724,169.6044697075837,-138.79846035034092,0.0,-152.75336839165038,122.31822837471825,-8.62724,-152.75336839165038,122.31822837471825,0.0,1
2023,09,21,11,03,34,605,0.7477312088012695,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.1388888955116272,-0.9449861980366444,-0.1585686961035072,0.009102987208775996,-0.011116332848159032,0.9990086000414727,-0.042135256152804876,0.009079489421731802,-0.011104709247008461,0.9990128306132455,-0.04204298484278712,-175.1920239836504,1.0929719988394582,1.2278242105443449,0.0,0.0,8.624380000000002,169.78731932868112,-138.9480872891086,0.0,-152.92837182394746,122.45932255710309,-8.624380000000002,-152.92837182394746,122.45932255710309,0.0,1
2023,09,21,11,03,34,647,0.7894959449768066,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4671875238418579,-0.14166665077209473,-0.9481566660183839,-0.16174002748389257,0.009107445915991986,-0.011121453033934548,0.9990085433273377,-0.042134286160943106,0.009072288327823511,-0.011102439519455038,0.9990131138661991,-0.04203840796907562,-175.19253829615144,1.0921310125022385,1.2276037531676256,0.0,0.0,8.624380000000002,170.01951820899453,-139.15382150281556,0.0,-153.06050877099696,122.58175775308128,-8.624380000000002,-153.06050877099696,122.58175775308128,0.0,1
2023,09,21,11,03,34,671,0.8136999607086182,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.14166665077209473,-0.9449861980366444,-0.16174002748389257,0.009103232076120172,-0.011120659678351909,0.9990087112887276,-0.042131423703957525,0.009076740272238468,-0.011102144336638193,0.9990127409368682,-0.042046386562517864,-175.1916278765099,1.0926490990525992,1.2275399272103018,0.0,0.0,8.62652,170.06925770877032,-139.1788050215343,0.0,-153.13358544665093,122.62225726366243,-8.62652,-153.13358544665093,122.62225726366243,0.0,1
2023,09,21,11,03,34,712,0.8550903797149658,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4671875238418579,-0.14166665077209473,-0.9481566660183839,-0.16174002748389257,0.009100514135731957,-0.011116573657007012,0.9990088207366641,-0.04213049397922279,0.00906981778031223,-0.011100340379575876,0.9990119278141788,-0.04206767088736137,-175.18917668233405,1.0918740191477165,1.22734321373488,0.0,0.0,8.624520000000004,170.02227814449708,-139.1560803938907,0.0,-153.04706794993743,122.5562955098889,-8.624520000000004,-153.04706794993743,122.5562955098889,0.0,1
2023,09,21,11,03,34,750,0.8922796249389648,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.46484375,-0.14166665077209473,-0.9434008409283973,-0.16174002748389257,0.009102611193650209,-0.011118641977710795,0.9990084781373059,-0.04213761834528295,0.009082172796083261,-0.011101277586831933,0.999011052844693,-0.04208553275628116,-175.18714295494223,1.0933149923595311,1.2273718427636207,0.0,0.0,8.623660000000001,170.01664865873437,-139.12789086430618,0.0,-153.12200163158317,122.58621848114761,-8.623660000000001,-153.12200163158317,122.58621848114761,0.0,1
2023,09,21,11,03,34,789,0.9307379722595215,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.14166665077209473,-0.9449861980366444,-0.16174002748389257,0.009096632294399743,-0.011118739913553166,0.999008998886916,-0.04212653613338286,0.009090570913954573,-0.011099122209609739,0.9990110031770355,-0.04208546706224872,-175.18715768451494,1.0942660374396134,1.2270848738156916,0.0,0.0,8.6237,170.01366225350694,-139.13330762163716,0.0,-153.15150616706148,122.61661528331909,-8.6237,-153.15150616706148,122.61661528331909,0.0,1
2023,09,21,11,03,34,829,0.971977949142456,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4656250476837158,-0.1388888955116272,-0.9449861980366444,-0.1585686961035072,0.009084234089330259,-0.011110510745089048,0.9990089349106043,-0.04213289938722013,0.009092670055164802,-0.011105630034594428,0.9990103237813509,-0.04209942174285817,-175.18556654137572,1.0945548319753717,1.2278047647367847,0.0,0.0,8.621680000000012,169.73416469470328,-138.90458736961534,0.0,-152.9668799700398,122.46157113917995,-8.621680000000012,-152.9668799700398,122.46157113917995,0.0,1
2023,09,21,11,03,34,876,1.018383502960205,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4664062261581421,-0.13611114025115967,-0.9465713118065735,-0.15539736375152371,0.009079410084462634,-0.011100556092449126,0.9990093952159093,-0.042125648212221124,0.00909973884195813,-0.011114178388589042,0.9990094834513387,-0.04211557628769044,-175.18373095506186,1.0954251498689418,1.2287320864256182,0.0,0.0,8.622860000000003,169.51459903982197,-138.7327499946491,0.0,-152.86967564128742,122.38231135163426,-8.622860000000003,-152.86967564128742,122.38231135163426,0.0,1
2023,09,21,11,03,34,913,1.0559005737304688,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4632812738418579,-0.1388888955116272,-0.9402303642723405,-0.1585686961035072,0.009071683157119067,-0.011089794322658155,0.9990100149168749,-0.042115449924740256,0.00909811782001376,-0.011120260936591918,0.9990093254454422,-0.04211806882892392,-175.18344985549533,1.095271916835253,1.2294336546466462,0.0,0.0,8.622040000000013,169.75255831719582,-138.89609670873543,0.0,-153.0898531561743,122.52998350293674,-8.622040000000013,-153.0898531561743,122.52998350293674,0.0,1
2023,09,21,11,03,34,954,1.0964725017547607,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4664062261581421,-0.1388888955116272,-0.9465713118065735,-0.1585686961035072,0.009061758928844695,-0.011082708063676252,0.9990106331204248,-0.04210478618184377,0.009097889112466489,-0.011121698452884321,0.9990091048870885,-0.042122969861092444,-175.18288900514622,1.0952586866129137,1.2295939926745185,0.0,0.0,8.623020000000011,169.75677631840884,-138.9309398254097,0.0,-153.09140842029507,122.55661872852836,-8.623020000000011,-153.09140842029507,122.55661872852836,0.0,1
2023,09,21,11,03,34,993,1.1349146366119385,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4664062261581421,-0.1388888955116272,-0.9465713118065735,-0.1585686961035072,0.00906211861100839,-0.011081637815387915,0.9990099684266028,-0.04212075846760937,0.009102495452268202,-0.011114718160378342,0.9990085350460496,-0.04213732931620977,-175.18123955462625,1.0957701058589353,1.2287568286009218,0.0,0.0,8.623140000000006,169.75677631840884,-138.9309398254097,0.0,-153.08701356135023,122.54564539593177,-8.623020000000011,-153.08701356135023,122.54564539593177,0.0,1
2023,09,21,11,03,35,030,1.1730492115020752,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4664062261581421,-0.14166665077209473,-0.9465713118065735,-0.16174002748389257,0.00906574068602237,-0.011070987566290106,0.9990103806035876,-0.04211300305601389,0.009103520047658421,-0.011118533935456323,0.9990085033538622,-0.042136852665386915,-175.18129956520147,1.0959052085708008,1.2291893942251464,0.0,0.0,8.625560000000007,170.04655634748312,-139.1680882721954,0.0,-153.34805705657385,122.75522505488419,-8.625560000000007,-153.34805705657385,122.75522505488419,0.0,1
2023,09,21,11,03,35,074,1.2165732383728027,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4679687023162842,-0.1388888955116272,-0.9497417768874689,-0.1585686961035072,0.00906717155026743,-0.011078291991075646,0.9990107164030894,-0.04210280701360149,0.009103147713554798,-0.011120985521186504,0.9990086989305664,-0.04213164895657067,-175.18189870019543,1.0958679878289386,1.2294776257720654,0.0,0.0,8.627099999999999,169.8295553027994,-139.00620773982058,0.0,-153.17910671888407,122.63625818776222,-8.627099999999999,-153.17910671888407,122.63625818776222,0.0,1
2023,09,21,11,03,35,114,1.2569751739501953,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4679687023162842,-0.1388888955116272,-0.9497417768874689,-0.1585686961035072,0.009067466865778027,-0.011088435098930826,0.9990108019700129,-0.04209804269709472,0.009100943726599609,-0.011114710340957061,0.9990088064919415,-0.04213123056437584,-175.18193732274446,1.095584911275456,1.2287700616690687,0.0,0.0,8.62782,169.8437289277508,-139.01780891165967,0.0,-153.15144644608495,122.61423652628571,-8.62782,-153.15144644608495,122.61423652628571,0.0,1
2023,09,21,11,03,35,152,1.295149803161621,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4679687023162842,-0.1388888955116272,-0.9497417768874689,-0.1585686961035072,0.009061818566463776,-0.011090779453288352,0.9990102853610633,-0.04211089880534316,0.009102733273484157,-0.011118590638085837,0.999008473795985,-0.04213770844494387,-175.18120057141167,1.0958164573540468,1.2291987215060654,0.0,0.0,8.62724,169.83231128542886,-139.00846352323376,0.0,-153.16982615612577,122.62573970319855,-8.62724,-153.16982615612577,122.62573970319855,0.0,1
2023,09,21,11,03,35,190,1.3327820301055908,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4671875238418579,-0.1388888955116272,-0.9481566660183839,-0.1585686961035072,0.00904780856041909,-0.011092112406137044,0.9990106801248679,-0.0421041945543727,0.009095684793323585,-0.011119082563425644,0.9990090892072342,-0.042124508334468076,-175.18270717049722,1.0949956096634166,1.229303319568717,0.0,0.0,8.62724,169.83608195411384,-139.00369758512252,0.0,-153.13750382348954,122.59969457228623,-8.62724,-153.13750382348954,122.59969457228623,0.0,1
2023,09,21,11,03,35,236,1.376572847366333,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4664062261581421,-0.14166665077209473,-0.9465713118065735,-0.16174002748389257,0.009056653092005242,-0.011087794562411232,0.9990101059524349,-0.04211705178924334,0.00908427687910164,-0.011110308943829183,0.9990089035487041,-0.04213368698764078,-175.18163179403783,1.0936585517469977,1.2283432656982838,0.0,0.0,8.628219999999999,170.09899628644163,-139.21100573086508,0.0,-153.25527100842604,122.68276018096816,-8.628219999999999,-153.25527100842604,122.68276018096816,0.0,1
2023,09,21,11,03,35,271,1.4139704704284668,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4679687023162842,-0.1388888955116272,-0.9497417768874689,-0.1585686961035072,0.009054698786322687,-0.01109706513128777,0.999010603461451,-0.04210322727474092,0.009077689307819518,-0.011099110268225883,0.9990094099732643,-0.042126050051657586,-175.1824880652917,1.092841015621328,1.227100812424434,0.0,0.0,8.626159999999999,169.81105084800177,-138.99106176547517,0.0,-152.9271359022533,122.43739682598272,-8.626159999999999,-152.9271359022533,122.43739682598272,0.0,1
2023,09,21,11,03,35,309,1.450514554977417,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4671875238418579,-0.14166665077209473,-0.9481566660183839,-0.16174002748389257,0.00906126333824464,-0.011099272976335896,0.9990104216643904,-0.042105546571073495,0.009076342610683722,-0.011089383356204522,0.9990101163203979,-0.042112148735223315,-175.1840704470454,1.092622923637883,1.2260086135380472,0.0,0.0,8.626720000000006,170.06564855953678,-139.19157725364255,0.0,-153.08050522658928,122.56035755969323,-8.626720000000006,-153.08050522658928,122.56035755969323,0.0,1
2023,09,21,11,03,35,348,1.4912302494049072,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.46875,-0.1388888955116272,-0.9513271281931422,-0.1585686961035072,0.00905813099880252,-0.011106802221507166,0.9990099578523327,-0.042115238561608835,0.00906085157247554,-0.011084086376857434,0.9990106285928102,-0.04210472605979148,-175.1848984890281,1.090814752794644,1.2254843858598106,0.0,0.0,8.62284000000001,169.74192536778943,-138.94233170744985,0.0,-152.7010064690776,122.27400622881453,-8.62284000000001,-152.7010064690776,122.27400622881453,0.0,1
2023,09,21,11,03,35,392,1.5341804027557373,-38.349998474121094,-38.349998474121094,2.4100000858306885,2.4100000858306885,4.057672023773193,4.057672023773193,2.2830928013317973,2.2830928013317973,0.4671875238418579,-0.1388888955116272,-0.9481566660183839,-0.1585686961035072,0.0090565719709024,-0.011112019891974294,0.9990097166346744,-0.04211991913054572,0.009066424667121164,-0.011079268755959847,0.9990102187492961,-0.04211451747405117,-175.18377647135537,1.091441625233217,1.224895304828144,0.0,0.0,8.62406,169.77348038737708,-138.95246083289112,0.0,-152.74325550992276,122.2888329229008,-8.62406,-152.74325550992276,122.2888329229008,0.0,1
