Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,pixelX,pixelY,cameraYaw,cameraPitch,uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],uavEuler[0],uavEuler[1],uavEuler[2],selfPos[0],selfPos[1],selfPos[2],targetPosAbsGB[0],targetPosAbsGB[1],targetPosAbsGB[2],targetPosRel[0],targetPosRel[1],targetPosRel[2],targetPosAbs[0],targetPosAbs[1],targetPosAbs[2],targetId
2023,09,12,18,42,07,786,0.4504377841949463,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.1304687261581421,-0.24166667461395264,-0.40924535682793195,-0.42639882513158306,-0.00885666805776371,-0.009618468288200961,0.6981574453228989,0.715824857097675,88.56883948798355,-1.4977089066068365,0.04303032466099059,0.0,0.0,11.799999999999999,362.02111284265214,156.58988003384493,0.0,-77.566055283983,140.69783470162778,-11.799999999999999,-77.566055283983,140.69783470162778,0.0,5
2023,09,12,18,42,07,822,0.48713207244873047,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12812495231628418,-0.24722224473953247,-0.40189381105067074,-0.43620074785860224,-0.00886524883283181,-0.009616534393693138,0.6981592472210969,0.7158230194322184,88.56906328790856,-1.4982231131146002,0.042638674696734644,0.0,0.0,11.799999999999999,364.08449468886306,157.53788351157655,0.0,-77.75232904631946,140.98998957638747,-11.799999999999999,-77.75232904631946,140.98998957638747,0.0,5
2023,09,12,18,42,07,862,0.527313232421875,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.1312500238418579,-0.24722224473953247,-0.4116959937426947,-0.43620074785860224,-0.008862802313510686,-0.009617026040077812,0.6981607329282952,0.715821594073776,88.56890243021701,-1.498094106376123,0.04226643325327666,0.0,0.0,11.799999999999999,364.1118947759009,157.47575919575405,0.0,-77.72823431164957,141.00427742026773,-11.799999999999999,-77.72823431164957,141.00427742026773,0.0,5
2023,09,12,18,42,07,906,0.5714061260223389,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12968754768371582,-0.24444442987442017,-0.4067950923308198,-0.43129973706938507,-0.00886241582709999,-0.00961757921588084,0.6981672102353974,0.7158152738715878,88.57031829056247,-1.497763206689738,0.04232596098009914,0.0,0.0,11.799999999999999,363.0532508358277,157.05477334008586,0.0,-77.65312515178904,140.83194180628286,-11.799999999999999,-77.65312515178904,140.83194180628286,0.0,5
2023,09,12,18,42,07,939,0.6043987274169922,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12812495231628418,-0.24722224473953247,-0.40189381105067074,-0.43620074785860224,-0.008854658974274716,-0.009619810778513694,0.6981738072642588,0.7158089054385707,88.57166522389444,-1.4977664123731425,0.04342398535089905,0.0,0.0,11.799999999999999,364.08449468886306,157.53788351157655,0.0,-77.77452503809234,141.01507501904345,-11.799999999999999,-77.77452503809234,141.01507501904345,0.0,5
2023,09,12,18,42,07,977,0.6419906616210938,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.1304687261581421,-0.25,-0.40924535682793195,-0.4411016471017731,-0.008848987327707721,-0.009630060568171969,0.6981736217044381,0.7158090187423147,88.57106941623982,-1.4979136504181658,0.04473266184794008,0.0,0.0,11.799999999999999,365.15601183562217,157.94588991706564,0.0,-77.8707437326053,141.23544779197346,-11.799999999999999,-77.8707437326053,141.23544779197346,0.0,5
2023,09,12,18,42,08,021,0.6859276294708252,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.1304687261581421,-0.25,-0.40924535682793195,-0.4411016471017731,-0.008845805852808426,-0.009626036637661668,0.6981765384828513,0.7158062672606104,88.57201825029156,-1.4976346043061188,0.04519880347830506,0.0,0.0,11.799999999999999,365.15601183562217,157.94588991706564,0.0,-77.88281665900006,141.2517998613008,-11.799999999999999,-77.88281665900006,141.2517998613008,0.0,5
2023,09,12,18,42,08,067,0.730400800704956,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12890625,-0.25,-0.4043444524304744,-0.4411016471017731,-0.00883737028785551,-0.009631409924608357,0.698185370446877,0.7157976846310812,88.57228649626583,-1.497223854555905,0.04582291202035597,0.0,0.0,11.799999999999999,365.14227281562825,157.97704044647887,0.0,-77.90675791547893,141.26498653470222,-11.799999999999999,-77.90675791547893,141.26498653470222,0.0,5
2023,09,12,18,42,08,099,0.7647762298583984,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12968754768371582,-0.25,-0.4067950923308198,-0.4411016471017731,-0.008840302154055008,-0.009629705011115425,0.6981847953043328,0.715798232356766,88.57395360268211,-1.497255596928456,0.04456211860590753,0.0,0.0,11.799999999999999,365.1491428497352,157.96146399345574,0.0,-77.88460214155126,141.2291585332293,-11.799999999999999,-77.88460214155126,141.2291585332293,0.0,5
2023,09,12,18,42,08,138,0.8028092384338379,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12968754768371582,-0.24722224473953247,-0.4067950923308198,-0.43620074785860224,-0.008842914607804639,-0.00963070663846524,0.6982010086426313,0.7157823718710145,88.57584171842284,-1.497609694385944,0.045229467263951474,0.0,0.0,11.799999999999999,364.0981952549852,157.50682016876513,0.0,-77.80427883819817,141.07360573762418,-11.799999999999999,-77.80427883819817,141.07360573762418,0.0,5
2023,09,12,18,42,08,176,0.8405709266662598,23.799999237060547,23.799999237060547,2.140000104904175,2.140000104904175,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.12890625,-0.24444442987442017,-0.4043444524304744,-0.43129973706938507,-0.008844359898012603,-0.009629757785599945,0.6982043204374545,0.7157791363161247,88.57636988428494,-1.4976473005996853,0.045041875376718186,0.0,0.0,11.799999999999999,363.0464201909915,157.07026048567366,0.0,-77.71513794809664,140.89542271365357,-11.799999999999999,-77.71513794809664,140.89542271365357,0.0,5
