Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,selfPos[0],selfPos[1],selfPos[2],uavQuatDelayed[0],uavQuatDelayed[1],uavQuatDelayed[2],uavQuatDelayed[3],uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],target0[0],target0[1],target0[2],targetCnt0,targetCheck0,targetReal0,target1[0],target1[1],target1[2],targetCnt1,targetCheck1,targetReal1,target2[0],target2[1],target2[2],targetCnt2,targetCheck2,targetReal2,target3[0],target3[1],target3[2],targetCnt3,targetCheck3,targetReal3,target4[0],target4[1],target4[2],targetCnt4,targetCheck4,targetReal4,target5[0],target5[1],target5[2],targetCnt5,targetCheck5,targetReal5,target6[0],target6[1],target6[2],targetCnt6,targetCheck6,targetReal6,target7[0],target7[1],target7[2],targetCnt7,targetCheck7,targetReal7,target8[0],target8[1],target8[2],targetCnt8,targetCheck8,targetReal8,target9[0],target9[1],target9[2],targetCnt9,targetCheck9,targetReal9
2023,09,20,17,10,15,774,1.0213878154754639,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006883071305811473,-0.011113027366686021,0.9980670532486159,-0.06075591470606662,0.00688359280056366,-0.011115014084699228,0.9980671360397689,-0.060754132118122806,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,15,832,1.081167459487915,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.0068939459940236475,-0.011121652796730162,0.9980672652621371,-0.06074962024456918,0.006895038866988673,-0.011120613534797619,0.9980672486894945,-0.06074995874085077,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,15,885,1.1354258060455322,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.0069008234273777135,-0.011134152734745833,0.9980662699971228,-0.060762899642248534,0.00690002046424781,-0.01113333634542319,0.9980662847463551,-0.06076289815356264,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,15,938,1.1880836486816406,-41.93000030517578,-41.93000030517578,4.440000057220459,4.420000076293945,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006887074317442003,-0.01113420520578889,0.9980669473639516,-0.06075332304807949,0.006885468743324955,-0.011134392188378693,0.9980670504672869,-0.060751776947758344,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,15,993,1.2406408786773682,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.0068710498489615544,-0.01113057550940495,0.9980667821088763,-0.060758517210637956,0.006872051471392397,-0.011129865214776928,0.9980667008784682,-0.06075986838733066,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,16,045,1.295440673828125,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006871236913888817,-0.011125986419538221,0.9980667293514268,-0.06076020318605928,0.0068698805144300915,-0.011125939196422052,0.9980666493009214,-0.06076168012774723,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,16,098,1.3476874828338623,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006867782577854241,-0.011125552614490435,0.9980667754771131,-0.06075991548877903,0.006865253315178799,-0.011125696421910795,0.9980668635961777,-0.060758727499305235,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,16,151,1.401301622390747,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006862933479146668,-0.011119922982724222,0.9980670051956271,-0.06075772047033519,0.006862998411065201,-0.011120359931320514,0.9980668384484487,-0.06076037226125068,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,16,204,1.4544758796691895,-41.93000030517578,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006865639842558397,-0.011116992788362647,0.9980673935140619,-0.060751571707589686,0.006867592059316014,-0.011115703441754976,0.9980675028789067,-0.06074979023309979,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,20,17,10,16,258,1.5073647499084473,-41.90999984741211,-41.93000030517578,4.440000057220459,4.440000057220459,9.83425235748291,9.83425235748291,5.541064969407989,5.541064969407989,0.0,0.0,8.700000000000006,0.006851651152935304,-0.011109102924697996,0.9980673112921981,-0.06075594488319155,0.006851623106297669,-0.011109099911516984,0.9980673113645614,-0.06075594740830642,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
