Year,Month,Day,Hour,Minute,Second,Millisecond,TimestampSecond,usvEKFx[0][0],usvEKFx[1][0],usvEKFx[2][0],usvEKFx[3][0],usvEKFx[4][0],usvEKFx[5][0]
2023,12,07,13,32,11,228,1701927131.228202,-17.545800947404956,7.404776733675868,-2.1918676952729594,0.0,0.0,0.0
2023,12,07,13,32,11,307,1701927131.307621,-17.173623085382527,7.5715848377949015,-2.4649057901389986,0.0,0.0,0.0
2023,12,07,13,32,11,418,1701927131.418149,-16.84129878366026,7.505901770971017,-2.2973933447719177,0.000326115082633721,0.00020682402241763945,8.175363803844668e-05
2023,12,07,13,32,11,507,1701927131.507772,-16.69739097440192,7.429828076362534,-2.219811441938618,0.0006417618552892446,-0.00023368246755073237,0.00012829955322265918
2023,12,07,13,32,11,611,1701927131.611845,-16.64618484387084,7.429550069586783,-2.1995230607983585,0.0012389181117359862,0.00042643697280075936,6.589252073319722e-05
2023,12,07,13,32,11,706,1701927131.706913,-16.619160603709634,7.412256820879783,-2.1886942058585688,0.0014642420331277201,-8.517536242998966e-05,-0.0001899151380607705
2023,12,07,13,32,11,814,1701927131.815004,-16.58963163638991,7.395333614200301,-2.173193474482516,0.00171997322173369,-0.000620175471934416,-0.0002509958857928956
2023,12,07,13,32,11,909,1701927131.909574,-16.567044358831158,7.3804629815480665,-2.1635076475229313,0.0020527421550525066,-0.001563443128909903,-0.000660923939376207
2023,12,07,13,32,12,009,1701927132.00932,-16.540762861674402,7.3606667152860785,-2.1537777495587163,0.0025184427557232115,-0.003451560147272106,-0.0016061439416647568
2023,12,07,13,32,12,108,1701927132.108994,-16.521109223276046,7.345147117671705,-2.143991658469239,0.0026784787102022197,-0.005335128681641085,-0.0020299998481922905
2023,12,07,13,32,12,209,1701927132.209645,-16.60507447283223,7.36345209383385,-2.1993604059201277,-0.0006464393385983078,-0.010008625817094843,-0.005765260772738592
2023,12,07,13,32,12,310,1701927132.310179,-16.671535091283314,7.385591105702283,-2.24562057291338,-0.002689882035482832,-0.011967852421655307,-0.009628480153342514
2023,12,07,13,32,12,413,1701927132.413602,-16.72889178370752,7.399794820036196,-2.285808078021223,-0.0053471895046390515,-0.01609640778847215,-0.01405933801207827
2023,12,07,13,32,12,512,1701927132.512532,-16.781460885106963,7.406764345668723,-2.3186699968092075,-0.009922487553298392,-0.023277068267713696,-0.017607100202445554
2023,12,07,13,32,12,615,1701927132.615536,-16.873764182494817,7.44238447131459,-2.3798557742003217,-0.014384336844327545,-0.024661186916944817,-0.024152301203971223
2023,12,07,13,32,12,722,1701927132.722446,-16.954998626695698,7.470717253644819,-2.4343096247007296,-0.019408033719767202,-0.028208612500587378,-0.031594791238430835
2023,12,07,13,32,12,811,1701927132.811782,-16.940317933011258,7.450528004242799,-2.4252693434591235,-0.02152812724775566,-0.039170220447170806,-0.03269083788887358
2023,12,07,13,32,12,927,1701927132.927633,-16.9265738757294,7.432159932493835,-2.4182671668454274,-0.023092677094189638,-0.05033372514622624,-0.034872123675217866
2023,12,07,13,32,13,010,1701927133.010534,-16.91387075154253,7.413800668561223,-2.4134626836614137,-0.02451292802451063,-0.06413123336210265,-0.038986623860224
2023,12,07,13,32,13,109,1701927133.109645,-16.905863065980082,7.393345627198474,-2.4066311481193705,-0.02988211448559496,-0.08212589148307058,-0.039800970353514493
2023,12,07,13,32,13,212,1701927133.212896,-16.932903596708584,7.395150153899687,-2.423472335248733,-0.03599611520305761,-0.09275050939324198,-0.04427945894080939
2023,12,07,13,32,13,308,1701927133.308749,-16.958804304991002,7.394592135416884,-2.438142648964528,-0.04413817579995266,-0.10665284738762598,-0.04787720493686901
2023,12,07,13,32,13,418,1701927133.418739,-16.981886697909893,7.392499330068445,-2.453030521661717,-0.051634304801651314,-0.12274567472480408,-0.05402139442390592
2023,12,07,13,32,13,506,1701927133.506318,-17.00381441394652,7.389314390529586,-2.4662614526308393,-0.06061733299448206,-0.14119455321249522,-0.05953252385943306
2023,12,07,13,32,13,617,1701927133.617362,-16.99046074079148,7.375335208398043,-2.4621009414396404,-0.059851295247201224,-0.1564653472410745,-0.06633370014872902
2023,12,07,13,32,13,711,1701927133.711566,-16.977378787411357,7.3658168350421604,-2.4576366406597545,-0.05708369484290649,-0.1652983121198655,-0.071690201196833
2023,12,07,13,32,13,813,1701927133.81396,-16.935996461182867,7.348385115374726,-2.4352378019816134,-0.04708536565731049,-0.16789653159098392,-0.07115267502898023
2023,12,07,13,32,13,911,1701927133.911067,-16.900263733660193,7.326047669592352,-2.4138114243752216,-0.0438311239726938,-0.18452993368050752,-0.06945497162042669
2023,12,07,13,32,14,012,1701927134.012858,-16.9065140819193,7.323368351186717,-2.4183793042133828,-0.047882151054057694,-0.19604071771350823,-0.07389933289845715
2023,12,07,13,32,14,114,1701927134.114218,-16.91278070527116,7.320380573144659,-2.422319880951772,-0.05302990452611331,-0.208802684169018,-0.0774620438608745
2023,12,07,13,32,14,215,1701927134.215312,-16.918016134976256,7.320106625890773,-2.4256418256538597,-0.055983119430508495,-0.21466205935071675,-0.07971996646176227
2023,12,07,13,32,14,308,1701927134.308344,-16.92248991807032,7.320486824851572,-2.429042928586791,-0.05760879969009098,-0.21861369136534695,-0.08278915683653804
2023,12,07,13,32,14,415,1701927134.415387,-16.921383738413432,7.320022866259858,-2.429621721951812,-0.055928087345096765,-0.21928157119864636,-0.08562847455090067
2023,12,07,13,32,14,511,1701927134.511598,-16.920730950770217,7.317726807136518,-2.430564561704524,-0.055868228886795955,-0.22581548235879995,-0.08997136133447653
2023,12,07,13,32,14,620,1701927134.621165,-16.902958211050517,7.3062015683682535,-2.4207343869237072,-0.052542729823042006,-0.23981092751392757,-0.09103364496214517
2023,12,07,13,32,14,718,1701927134.718577,-16.88561831313001,7.297087818235168,-2.4112957158641444,-0.04685457671599373,-0.2476276678883271,-0.09132524175521779
2023,12,07,13,32,14,811,1701927134.811504,-16.868857545240886,7.288865387546592,-2.402653946120055,-0.03989211541079358,-0.2538389865336809,-0.09268473209763882
2023,12,07,13,32,14,907,1701927134.907267,-16.853322915260186,7.281022205337147,-2.394029604350467,-0.0342175162292617,-0.26023436163321495,-0.09220705943438957
2023,12,07,13,32,15,012,1701927135.01257,-16.866859528790975,7.290462454861045,-2.4043131997492364,-0.0327506030012444,-0.24683587396129464,-0.09989532501171003
2023,12,07,13,32,15,125,1701927135.125768,-16.880236920662405,7.3004454738144355,-2.4128584672658357,-0.033018474203091286,-0.22944427791305946,-0.1020282226263963
2023,12,07,13,32,15,213,1701927135.213531,-16.89347189978962,7.308858781183836,-2.4208658966902394,-0.03576760535401616,-0.21671656144424142,-0.10374647885311056
2023,12,07,13,32,15,308,1701927135.308675,-16.90577007854074,7.316573617566323,-2.4290476777917913,-0.03735303085279595,-0.20549039460032034,-0.10816912457299804
2023,12,07,13,32,15,414,1701927135.414896,-16.881798075148993,7.306692276936742,-2.4146668251542995,-0.02531374232251931,-0.2076675297784715,-0.10134014090233498
2023,12,07,13,32,15,506,1701927135.506126,-16.858749978985863,7.296858199770763,-2.401338116281852,-0.012665570128001616,-0.21175653363788616,-0.09661205966686365
2023,12,07,13,32,15,619,1701927135.619975,-16.86253160455798,7.299508157002977,-2.404458517034093,-0.011839037371064991,-0.2071494151682285,-0.10034632465252655
2023,12,07,13,32,15,707,1701927135.707511,-16.864549661095324,7.304833343891519,-2.408120765616356,-0.0026066343215419997,-0.1881127297108853,-0.10753922330272159
2023,12,07,13,32,15,808,1701927135.808775,-16.864886304542832,7.305045970043512,-2.409078186121221,-0.0012855712850910255,-0.18834618122382668,-0.11081343619284041
2023,12,07,13,32,15,915,1701927135.915386,-16.86515663395173,7.305455638902942,-2.4099553281148807,0.00034796151610181594,-0.187454428106947,-0.11380081783745281
2023,12,07,13,32,16,008,1701927136.0081,-16.864159859693913,7.3050975840611905,-2.409374414254249,0.0011001312879056033,-0.18733101414567493,-0.11346783495308792
2023,12,07,13,32,16,118,1701927136.118792,-16.863315527998207,7.303006934923066,-2.4096336464322095,0.0006726844576051246,-0.19720728700463594,-0.11827428577513016
2023,12,07,13,32,16,211,1701927136.211904,-16.85062125919227,7.3000438011543,-2.4026896308609356,0.014435445131981264,-0.18748372664142593,-0.11435604041701568
2023,12,07,13,32,16,312,1701927136.312145,-16.838779653341124,7.295325707013214,-2.3965465867204547,0.025343838233299838,-0.18930267484750607,-0.11406537284133098
2023,12,07,13,32,16,414,1701927136.41441,-16.830728750782182,7.2943616856021665,-2.3939724428711533,0.04010171190689044,-0.17948858987532937,-0.11974715837747746
2023,12,07,13,32,16,507,1701927136.507054,-16.82372886087238,7.2919180073502785,-2.391297096831638,0.04971101308740324,-0.17962407099972097,-0.1241049154430263
2023,12,07,13,32,16,620,1701927136.620172,-16.817649855826033,7.29295596269703,-2.389080562570556,0.06372970084412341,-0.16120402263673403,-0.1253280086956177
2023,12,07,13,32,16,716,1701927136.716876,-16.813468150079554,7.289863408119985,-2.3869413822499363,0.06579256996237443,-0.17068662233592108,-0.12676066532376487
2023,12,07,13,32,16,813,1701927136.813524,-16.795874663641865,7.2845533134797815,-2.3768844667902465,0.08557135734511917,-0.1626023896103297,-0.11884392088294547
2023,12,07,13,32,16,915,1701927136.915869,-16.77828399993533,7.2807108613038185,-2.367249615245218,0.10950708269132892,-0.1455916708651832,-0.11149035955147449
2023,12,07,13,32,17,013,1701927137.013976,-16.775851763978928,7.280266892798192,-2.366115772865451,0.1135636288332727,-0.14285382785745263,-0.1114901305804464
2023,12,07,13,32,17,123,1701927137.123289,-16.773835947464104,7.2793348594812,-2.3648440639836004,0.11513538365810844,-0.14389932856940393,-0.11014811879653555
2023,12,07,13,32,17,211,1701927137.211489,-16.791905756414366,7.285566126461172,-2.375773772704037,0.09545042546940943,-0.1480035921066734,-0.12208175088833788
2023,12,07,13,32,17,310,1701927137.310329,-16.809775540160008,7.2907475714432,-2.3863294881835815,0.0729436064585564,-0.1584696248916957,-0.13377587204788724
2023,12,07,13,32,17,419,1701927137.419726,-16.800500468952766,7.286343436980129,-2.3818849635363977,0.08442620864599583,-0.16614842833732216,-0.13598562153223906
2023,12,07,13,32,17,511,1701927137.511828,-16.790013760170044,7.285047779540348,-2.377907690059073,0.10789868015578627,-0.15013250262396532,-0.14071780384671817
2023,12,07,13,32,17,617,1701927137.617227,-16.793758275224356,7.286738979534901,-2.3807593726888774,0.10575165293215216,-0.14878467765684478,-0.14678042585581133
