Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,pixelX,pixelY,cameraYaw,cameraPitch,uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],uavEuler[0],uavEuler[1],uavEuler[2],selfPos[0],selfPos[1],selfPos[2],targetPosRel[0],targetPosRel[1],targetPosRel[2],targetPosAbs[0],targetPosAbs[1],targetPosAbs[2],targetId
2023,09,12,12,38,44,594,0.45406436920166016,-50.29999923706055,-50.31999969482422,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.46875,-0.6916666626930237,-1.4700452170269278,-1.2202208144634752,-0.00519915415648579,-0.01174029382902474,0.9124002161484017,0.40909776321707636,131.70881869297347,-1.0940305329967832,0.9839830077613563,0.0,0.0,11.799999999999999,57.779804348079004,323.2535012391919,-11.799999999999999,57.779804348079004,323.2535012391919,0.0,4
2023,09,12,12,38,44,634,0.49411654472351074,-50.31999969482422,-50.31999969482422,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4617187976837158,-0.6916666626930237,-1.448004147603806,-1.2202208144634752,-0.005184491779298288,-0.011751315907105719,0.9124063213588546,0.4090840162654177,131.71055132587975,-1.092999165403967,0.9858394252030876,0.0,0.0,11.799999999999999,57.68004444037691,323.47249678030994,-11.799999999999999,57.68004444037691,323.47249678030994,0.0,4
2023,09,12,12,38,44,676,0.5353929996490479,-50.29999923706055,-50.30598904370552,4.440000057220459,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4671875238418579,-0.6888888776302338,-1.465147280499414,-1.2153217891090373,-0.005187660341980887,-0.011751242666416235,0.9124093780491752,0.40907716059918137,131.7118732133618,-1.0933903689441429,0.9856084013182441,0.0,0.0,11.799999999999999,57.55091640438236,322.68510041570136,-11.799999999999999,57.55091640438236,322.68510041570136,0.0,4
2023,09,12,12,38,44,715,0.5745189189910889,-50.31999969482422,-50.29999923706055,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.46875,-0.6944444477558136,-1.4700452170269278,-1.2251198219733208,-0.005188245260376005,-0.011745169865677177,0.9124053760467404,0.4090862535663486,131.71026612990735,-1.0931059641768528,0.9850180391890235,0.0,0.0,11.799999999999999,57.81035676845799,324.1287815326058,-11.799999999999999,57.81035676845799,324.1287815326058,0.0,4
2023,09,12,12,38,44,752,0.6116132736206055,-50.31999969482422,-50.317242124889994,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4718749523162842,-0.6944444477558136,-1.479841025540703,-1.2251198219733208,-0.005194913353899546,-0.011740822487289873,0.9124039011425872,0.40908958327285155,131.7098456995916,-1.0936030363366982,0.9842468600670587,0.0,0.0,11.799999999999999,57.95942701119662,324.0655375481518,-11.799999999999999,57.95942701119662,324.0655375481518,0.0,4
2023,09,12,12,38,44,792,0.6522948741912842,-50.31999969482422,-50.30807515388137,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4718749523162842,-0.6944444477558136,-1.479841025540703,-1.2251198219733208,-0.005195212010942877,-0.011751578181197573,0.9124001513235166,0.4090976338812492,131.70884321564586,-1.094147177771602,0.985348107565893,0.0,0.0,11.799999999999999,57.94311199808097,324.2399200517109,-11.799999999999999,57.94311199808097,324.2399200517109,0.0,4
2023,09,12,12,38,44,838,0.6980557441711426,-50.31999969482422,-50.310162453315435,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.47265625,-0.6916666626930237,-1.4822901510127942,-1.2202208144634752,-0.005191580815664056,-0.011756877948142761,0.9123960189224867,0.4091067439726999,131.70811553258866,-1.0941314744408046,0.9864295485713506,0.0,0.0,11.799999999999999,57.86753523351038,323.6427766440558,-11.799999999999999,57.86753523351038,323.6427766440558,0.0,4
2023,09,12,12,38,44,876,0.7360997200012207,-50.31999969482422,-50.31731158408261,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4742187261581421,-0.6916666626930237,-1.487188012012145,-1.2202208144634752,-0.005179976374411113,-0.011765456289679566,0.9123931759823117,0.4091129847657815,131.70692343504822,-1.0932212218520825,0.987495232574405,0.0,0.0,11.799999999999999,57.97314537531451,323.80361037517156,-11.799999999999999,57.97314537531451,323.80361037517156,0.0,4
2023,09,12,12,38,44,915,0.7748212814331055,-50.31999969482422,-50.31219648820433,4.420000076293945,4.440000057220459,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4734375476837158,-0.6944444477558136,-1.484739271066923,-1.2251198219733208,-0.005161356903265661,-0.01177474094301313,0.9123898845789452,0.40912029329851285,131.70600937673885,-1.091717422655188,0.9893302125720023,0.0,0.0,11.799999999999999,58.11378747867898,324.81213542702295,-11.799999999999999,58.11378747867898,324.81213542702295,0.0,4
2023,09,12,12,38,44,954,0.8142490386962891,-50.31999969482422,-50.313858699458684,4.420000076293945,4.433669731658678,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,0.4695312976837158,-0.6861111223697662,-1.472494364079906,-1.210422798542532,-0.005149853903140295,-0.011778471368565415,0.9123828992962837,0.40913590857892634,131.70404889791874,-1.0907064183142625,0.9902408425000271,0.0,0.0,11.799999999999999,57.84497468571278,323.5877533063596,-11.799999999999999,57.84497468571278,323.5877533063596,0.0,4
