Year,Month,Day,Hour,Minute,Second,Millisecond,TimestampSecond,usvEKFx[0][0],usvEKFx[1][0],usvEKFx[2][0],usvEKFx[3][0],usvEKFx[4][0],usvEKFx[5][0]
2023,12,07,14,18,21,309,1701929901.309459,-17.226487637467176,7.5151113977273925,-2.2338266561943545,0.0,0.0,0.0
2023,12,07,14,18,21,415,1701929901.415637,-16.942823535389294,7.5611629508509175,-2.4340883407120306,0.0,0.0,0.0
2023,12,07,14,18,21,511,1701929901.511566,-16.70420619761136,7.443971949825719,-2.2960557856582717,0.00023079440261361417,-0.0002043232315818718,0.00012187557418768231
2023,12,07,14,18,21,609,1701929901.609809,-16.573342153834382,7.403956494989063,-2.2330830924726968,0.0007576188665087406,-5.8031076185744075e-05,0.00011788843819790412
2023,12,07,14,18,21,717,1701929901.717724,-16.544239510061303,7.398655904520933,-2.2213307249501866,0.0010632846181641922,0.00014192764759851016,4.966755415217614e-05
2023,12,07,14,18,21,811,1701929901.811634,-16.530286041869985,7.380776969491164,-2.2155043322347776,0.0009994056291167347,-0.0008013281235525371,-0.00020309620561208305
2023,12,07,14,18,21,921,1701929901.921519,-16.5956994350631,7.400017463401317,-2.260923966634185,0.0002818408238358358,-0.001574459325116922,-0.0013331538431356476
2023,12,07,14,18,22,007,1701929902.007902,-16.634629510482203,7.435287241332371,-2.2954880626460046,0.0011598062329027268,0.001111461590141687,-0.002719845531915947
2023,12,07,14,18,22,117,1701929902.117777,-16.6550293200171,7.43953468736261,-2.311953687914993,0.0008428794546273943,0.0002661096544304436,-0.0037785180160898567
2023,12,07,14,18,22,207,1701929902.207957,-16.671941398378358,7.440871263795884,-2.3255243783009507,0.0003403559320562931,-0.0011887139609942825,-0.005009858189243137
2023,12,07,14,18,22,310,1701929902.310107,-16.768597825690794,7.486293077874306,-2.384196542226886,-0.00211905040701135,0.0007206081921779961,-0.0065957196308289966
2023,12,07,14,18,22,423,1701929902.423517,-16.852690854552346,7.516730192388918,-2.4327898432981607,-0.006036887731564107,-0.0003606887992887971,-0.0080538697572898
2023,12,07,14,18,22,515,1701929902.515085,-16.921835504691426,7.544434133604911,-2.4752687836485356,-0.009147649925864493,-0.00048350377905829567,-0.010264607525093247
2023,12,07,14,18,22,609,1701929902.609344,-16.981544810490714,7.56648072413486,-2.5120440768046377,-0.012563468372310913,-0.0015898565704974513,-0.012710042227451795
2023,12,07,14,18,22,715,1701929902.715438,-17.033174705352998,7.583742436949492,-2.545087141030433,-0.015904648855794453,-0.0038484748824379805,-0.015918858966206227
2023,12,07,14,18,22,811,1701929902.811679,-17.079452714775993,7.5998528735925435,-2.571936359877475,-0.020043865170039216,-0.0054484265872647535,-0.017512560997821176
2023,12,07,14,18,22,910,1701929902.910397,-17.131940398898138,7.621155887710768,-2.6056796359117973,-0.023628729088990764,-0.005632483302507005,-0.021371862703513815
2023,12,07,14,18,23,008,1701929903.008682,-17.17968609016292,7.637770730433686,-2.635554520887192,-0.028250503862554857,-0.008047327749760622,-0.02508483007380067
2023,12,07,14,18,23,109,1701929903.10925,-17.18894617277568,7.6391750707299355,-2.643655107609607,-0.028866291169215092,-0.010678344278909053,-0.028145227024905472
2023,12,07,14,18,23,208,1701929903.20875,-17.19778273703789,7.639380329928477,-2.6508807800147958,-0.03008848505123963,-0.014565279005670987,-0.031133190239769633
2023,12,07,14,18,23,313,1701929903.313849,-17.197882575138863,7.638494903621155,-2.652499798793189,-0.029684371463592058,-0.01595885198803106,-0.03294394028818993
2023,12,07,14,18,23,412,1701929903.412597,-17.2001653094611,7.637107450941009,-2.6513972388951466,-0.03215917100692671,-0.018341536738563927,-0.030812717555089672
2023,12,07,14,18,23,511,1701929903.511655,-17.15708916600212,7.617303781363698,-2.6258622164752907,-0.026390107580531674,-0.021892871130709403,-0.028293331894608018
2023,12,07,14,18,23,606,1701929903.606481,-17.1184765835182,7.5972905735345835,-2.6023504782073412,-0.022149237497344827,-0.028588512740864293,-0.025614915037758153
2023,12,07,14,18,23,716,1701929903.716658,-17.129150555594112,7.5996728538070615,-2.60850878709546,-0.025127758092350655,-0.031588856305742735,-0.026835870596410048
2023,12,07,14,18,23,807,1701929903.80709,-17.138505856188665,7.602431446755343,-2.6145476430977515,-0.027186822994441404,-0.033475508335008876,-0.028808822262512312
2023,12,07,14,18,23,922,1701929903.922079,-17.155494723800615,7.609599879039026,-2.6251739399494536,-0.030236551110380563,-0.0329519418652699,-0.03131380045850416
2023,12,07,14,18,24,012,1701929904.012419,-17.17178589767747,7.614671901574311,-2.6352797583554772,-0.03459136726079467,-0.03601673275653765,-0.03444987153164163
2023,12,07,14,18,24,111,1701929904.111443,-17.189357213411995,7.621509463069616,-2.646106570966789,-0.038765299181499215,-0.03653766066335733,-0.037355127359340594
2023,12,07,14,18,24,208,1701929904.208307,-17.205942555943896,7.625477343812072,-2.657363090478313,-0.04368210310389807,-0.04311875983177474,-0.04340972200285175
2023,12,07,14,18,24,316,1701929904.31683,-17.233837762744997,7.644194612066494,-2.675614065946531,-0.04469680127116618,-0.025567663786497184,-0.04754274891098357
2023,12,07,14,18,24,406,1701929904.406934,-17.262376113511504,7.656192821179861,-2.6927241840663356,-0.05285561984261352,-0.023980396722652626,-0.05181174649932488
2023,12,07,14,18,24,509,1701929904.509308,-17.28979343884248,7.66680817990377,-2.7083529172954375,-0.06266013643141483,-0.02442002045654741,-0.05461329292924486
2023,12,07,14,18,24,617,1701929904.617426,-17.314853209570675,7.6769943203138284,-2.723977737681622,-0.07024191300890488,-0.024125729321619948,-0.06047773309129944
2023,12,07,14,18,24,712,1701929904.712129,-17.316622352849866,7.676477178214622,-2.7251215680310445,-0.07182551708515768,-0.027786996780657394,-0.06167883779300409
