Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,pixelX,pixelY,cameraYaw,cameraPitch,uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],uavEuler[0],uavEuler[1],uavEuler[2],selfPos[0],selfPos[1],selfPos[2],targetPosAbsGB[0],targetPosAbsGB[1],targetPosAbsGB[2],targetPosRel[0],targetPosRel[1],targetPosRel[2],targetPosAbs[0],targetPosAbs[1],targetPosAbs[2],targetId
2023,09,13,17,16,09,341,0.4778578281402588,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.2578125,-0.23888885974884033,0.8086486335337855,-0.42149780179087565,-0.010881678732011598,-0.009703540137699376,0.7072419011364366,0.7068212812682482,90.0327028686762,-1.6680754164036837,-0.09499681629409538,0.0,0.0,11.799999999999999,438.70509932762235,194.67187956114606,0.0,-154.55596399874665,431.78339681649953,-11.799999999999999,-154.55596399874665,431.78339681649953,0.0,0
2023,09,13,17,16,09,379,0.5152227878570557,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.2562500238418579,-0.24722224473953247,0.8037484523845431,-0.43620074785860224,-0.010888005689204056,-0.009703915446184597,0.7072469587586513,0.7068161180135635,90.0335238429557,-1.6686193757889556,-0.09546701669654668,0.0,0.0,11.799999999999999,443.35109422059867,196.68804738756313,0.0,-156.00324790437412,435.93025361001406,-11.799999999999999,-156.00324790437412,435.93025361001406,0.0,0
2023,09,13,17,16,09,423,0.5593380928039551,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25859373807907104,-0.2361111044883728,0.8110987196765125,-0.416596877445264,-0.010888490630451383,-0.009705529715511245,0.7072338639566583,0.7068291909207391,90.03176470541507,-1.66839633242289,-0.09524287596400412,0.0,0.0,11.799999999999999,437.1752499291879,194.01542354784914,0.0,-154.0267333043481,430.2673828894007,-11.799999999999999,-154.0267333043481,430.2673828894007,0.0,0
2023,09,13,17,16,09,463,0.5994575023651123,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25859373807907104,-0.24166667461395264,0.8110987196765125,-0.42639882513158306,-0.010866995725751722,-0.009711215577344636,0.7072364004251566,0.7068269056916088,90.03182796935477,-1.6675062936073421,-0.09319784070063998,0.0,0.0,11.799999999999999,440.229480956163,195.37082988009334,0.0,-155.28897868485416,433.79552664269056,-11.799999999999999,-155.28897868485416,433.79552664269056,0.0,0
2023,09,13,17,16,09,506,0.6420228481292725,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25859373807907104,-0.2361111044883728,0.8110987196765125,-0.416596877445264,-0.0108627773906163,-0.00970626235246754,0.707243299069752,0.7068201358616208,90.03295053498432,-1.666690381515156,-0.09332466879803927,0.0,0.0,11.799999999999999,437.1752499291879,194.01542354784914,0.0,-154.28094726427358,430.94889410656606,-11.799999999999999,-154.28094726427358,430.94889410656606,0.0,0
2023,09,13,17,16,09,549,0.6855106353759766,23.1200008392334,23.139999389648438,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25859373807907104,-0.23333334922790527,0.8110987196765125,-0.41169594700337214,-0.010868038774877752,-0.009703932006488043,0.7072432933424951,0.706820092710205,90.0329294782588,-1.6670016775287015,-0.09385671490831324,0.0,0.0,11.799999999999999,435.5964637889148,193.49680294252576,0.0,-153.88966211875166,429.3823549543321,-11.799999999999999,-153.88966211875166,429.3823549543321,0.0,0
2023,09,13,17,16,09,591,0.7272059917449951,23.1200008392334,23.12498084748561,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.2578125,-0.23333334922790527,0.8086486335337855,-0.41169594700337214,-0.010860819047207579,-0.009708411749949953,0.7072459386334623,0.706817495282474,90.03336839679342,-1.6667797093426324,-0.09290230058146876,0.0,0.0,11.799999999999999,435.65517665740197,193.36386491237613,0.0,-153.834065186559,429.629307887664,-11.799999999999999,-153.834065186559,429.629307887664,0.0,0
2023,09,13,17,16,09,638,0.7739989757537842,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25859373807907104,-0.2361111044883728,0.8110987196765125,-0.416596877445264,-0.010855343209518292,-0.009723263183582496,0.7072525700034804,0.706810739802628,90.03458377109065,-1.6675243663913792,-0.09122995190713594,0.0,0.0,11.799999999999999,437.1752499291879,194.01542354784914,0.0,-154.46532332057075,431.4260372220816,-11.799999999999999,-154.46532332057075,431.4260372220816,0.0,0
2023,09,13,17,16,09,678,0.8141026496887207,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25703126192092896,-0.23888885974884033,0.8061985444334772,-0.42149780179087565,-0.010861655909413416,-0.009726992380950214,0.7072498068613815,0.7068133563711604,90.03368741733243,-1.668295538366078,-0.09142041890231907,0.0,0.0,11.799999999999999,438.7131612616226,194.65299688938396,0.0,-154.88404423025722,432.73570916671673,-11.799999999999999,-154.88404423025722,432.73570916671673,0.0,0
2023,09,13,17,16,09,728,0.8644349575042725,23.1200008392334,23.1200008392334,1.8300000429153442,1.8300000429153442,6.267313003540039,6.267313003540039,3.527767989712297,3.527767989712297,-0.25859373807907104,-0.23888885974884033,0.8110987196765125,-0.42149780179087565,-0.010855325540757764,-0.009725337801962016,0.7072550047673521,0.7068082752370509,90.03509651595415,-1.6678547663354255,-0.09104639819919508,0.0,0.0,11.799999999999999,438.697037393622,194.69076223290818,0.0,-154.98860866614305,432.87743220408186,-11.799999999999999,-154.98860866614305,432.87743220408186,0.0,0
