Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,selfPos[0],selfPos[1],selfPos[2],uavQuatDelayed[0],uavQuatDelayed[1],uavQuatDelayed[2],uavQuatDelayed[3],uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],target0[0],target0[1],target0[2],targetCnt0,targetCheck0,targetReal0,target1[0],target1[1],target1[2],targetCnt1,targetCheck1,targetReal1,target2[0],target2[1],target2[2],targetCnt2,targetCheck2,targetReal2,target3[0],target3[1],target3[2],targetCnt3,targetCheck3,targetReal3,target4[0],target4[1],target4[2],targetCnt4,targetCheck4,targetReal4,target5[0],target5[1],target5[2],targetCnt5,targetCheck5,targetReal5,target6[0],target6[1],target6[2],targetCnt6,targetCheck6,targetReal6,target7[0],target7[1],target7[2],targetCnt7,targetCheck7,targetReal7,target8[0],target8[1],target8[2],targetCnt8,targetCheck8,targetReal8,target9[0],target9[1],target9[2],targetCnt9,targetCheck9,targetReal9
2023,09,21,11,36,27,442,1.0407392978668213,-43.119998931884766,-43.17682504504115,1.5499999523162842,1.5319850423596315,4.598148345947266,5.7459516525268555,2.587407715112723,3.2339505232553063,0.0,0.0,8.622560000000007,-0.0014681018587098845,-0.010765365082312468,0.9912264479336397,0.1317272959884791,-0.0014816336077079063,-0.010796267585108795,0.9912222289617174,0.13175635916436043,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,495,1.094090461730957,-43.15999984741211,-43.28050890112009,1.5700000524520874,1.5499999523162842,4.598148345947266,5.7459516525268555,2.587407715112723,3.2339505232553063,0.0,0.0,8.622320000000002,-0.0014719921776291441,-0.010767058432976189,0.9912259300356967,0.1317310112183079,-0.001492107468958249,-0.010800532280381655,0.9912214548143522,0.13176171535571551,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,551,1.1506412029266357,-43.13999938964844,-43.245678025630745,1.5700000524520874,1.5499999523162842,4.598148345947266,5.7459516525268555,2.587407715112723,3.2339505232553063,0.0,0.0,8.622720000000001,-0.0014806400965049346,-0.010760223785207006,0.991228754229882,0.13171022009272043,-0.0014857446091897702,-0.010799067658813217,0.9912212002314268,0.13176382247197596,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,605,1.2040214538574219,-43.13999938964844,-43.25,1.5700000524520874,1.5499999523162842,4.598148345947266,5.7459516525268555,2.587407715112723,3.2339505232553063,0.0,0.0,8.62194000000001,-0.0014654838308074839,-0.010758836451473758,0.9912275424696656,0.13171962209518853,-0.0014929401364472774,-0.010806960213508679,0.9912200227609419,0.13177195156212287,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,657,1.256209135055542,-43.13999938964844,-43.16999816894531,1.590000033378601,1.5499999523162842,4.598148345947266,5.7459516525268555,2.587407715112723,3.2339505232553063,0.0,0.0,8.619700000000009,-0.0014568005912363054,-0.010771636017160378,0.9912269677332536,0.13172299733869774,-0.0014934946125625271,-0.010813191228680897,0.991223550915237,0.13174489166674727,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,712,1.3109352588653564,-43.13999938964844,-43.15999984741211,1.6200000047683716,1.568060882011364,4.598148345947266,5.7459516525268555,2.587407715112723,3.2339505232553063,0.0,0.0,8.621660000000006,-0.001458715363405327,-0.0107756206115867,0.9912258768252785,0.13173085918599878,-0.0014919938389353965,-0.010817478051988847,0.9912219820671065,0.13175635996010238,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,764,1.3635988235473633,-43.13999938964844,-43.119998931884766,1.6200000047683716,1.5499999523162842,4.598148345947266,4.598148345947266,2.587407715112723,2.587407715112723,0.0,0.0,8.621220000000008,-0.0014627525996890054,-0.010784436724940607,0.9912246180095856,0.13173956479019097,-0.00148986084642176,-0.010817403877252853,0.9912223834532254,0.13175337046664767,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,817,1.415480136871338,-43.13999938964844,-43.106564908376676,1.6200000047683716,1.5499999523162842,4.598148345947266,4.598148345947266,2.587407715112723,2.587407715112723,0.0,0.0,8.61994,-0.0014772269873217373,-0.01079091197268574,0.9912211905854929,0.13176465897008868,-0.0014770109212181963,-0.010826375666643458,0.9912251568878252,0.13173191102147444,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,869,1.4680023193359375,-43.13999938964844,-43.14198019067549,1.6200000047683716,1.5606037914822328,4.598148345947266,4.598148345947266,2.587407715112723,2.587407715112723,0.0,0.0,8.621459999999999,-0.0014935523520510797,-0.01079479942264375,0.991221011845101,0.13176550111304053,-0.001473059335271988,-0.010821539720753342,0.991226386071468,0.13172310325058445,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
2023,09,21,11,36,27,923,1.521385669708252,-43.119998931884766,-43.13999938964844,1.6399999856948853,1.5700000524520874,4.598148345947266,4.598148345947266,2.587407715112723,2.587407715112723,0.0,0.0,8.623320000000007,-0.0014910780857077348,-0.010798546704940112,0.9912213481825751,0.13176269192120155,-0.0014679411867640289,-0.010820951419373732,0.991229249977549,0.13170165582860913,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False,-1,-1,-1,0,False,False
