Year,Month,Day,Hour,Minute,Second,Millisecond,TimestampSecond,usvEKFx[0][0],usvEKFx[1][0],usvEKFx[2][0],usvEKFx[3][0],usvEKFx[4][0],usvEKFx[5][0]
2024,01,31,16,50,16,053,1706705416.053986,-69.15147115519952,10.278255372703523,3.9741662595777387,0.0,0.0,0.0
2024,01,31,16,50,16,229,1706705416.229504,-69.93103270460107,4.622935874434344,2.5251101990544775,0.0,0.0,0.0
2024,01,31,16,50,16,431,1706705416.431298,-69.85259192364798,4.0958984934390585,2.122547433438884,0.0004409762609373887,-0.003916546738928425,-0.003264924901187168
2024,01,31,16,50,16,584,1706705416.584501,-69.7862528355903,4.27541638091359,1.897723883034886,0.001790557451805852,6.665190634175863e-05,-0.008734987655532737
2024,01,31,16,50,16,772,1706705416.772512,-69.72441190094882,4.68795162275299,1.7231740442056038,0.003644993149448001,0.01264233353673851,-0.014605479210433514
2024,01,31,16,50,16,975,1706705416.975872,-73.12650223817198,5.369365835722821,1.3685246570924612,-0.13747000417069466,0.04432577634373404,-0.03270030449264031
2024,01,31,16,50,17,148,1706705417.148511,-75.57784565174092,5.937727514667822,1.0978172051282358,-0.28947479019407174,0.08494668463120636,-0.05360799083368748
2024,01,31,16,50,17,303,1706705417.303332,-77.13931668128873,6.363759061117782,0.9136701787143888,-0.4203494731800417,0.12688386979456961,-0.07303861063401608
2024,01,31,16,50,17,473,1706705417.473505,-78.35086447517848,6.696944429007148,0.7595391717542652,-0.539612172583117,0.1654506050843703,-0.09231772581531739
2024,01,31,16,50,17,627,1706705417.627285,-79.42085856431999,6.968585045246154,0.6355463631186575,-0.666285921392542,0.20297832209902827,-0.11075517972683062
2024,01,31,16,50,17,805,1706705417.805224,-80.3804144451435,7.27194198281147,0.526546765952526,-0.7974371466798905,0.2519715340528645,-0.1294134010603523
2024,01,31,16,50,17,979,1706705417.979541,-81.10386835372613,7.6339047762097705,0.4449499718078672,-0.9188925033740699,0.3250080191265787,-0.14653909031577986
2024,01,31,16,50,18,127,1706705418.127938,-81.71127386325055,7.992186392034249,0.38075911418125064,-1.0389131861748562,0.41008076906617935,-0.16224174958948168
2024,01,31,16,50,18,293,1706705418.293656,-82.22456015982074,8.367998536936232,0.33188095797514583,-1.1515922896980146,0.5094484906267571,-0.17532899089399323
2024,01,31,16,50,18,487,1706705418.488046,-82.66403828619073,8.743198760423232,0.29687250713554353,-1.2597772084178556,0.6204939106937039,-0.18554151626481186
2024,01,31,16,50,18,688,1706705418.688107,-83.04717050510726,9.098154694362263,0.27588035581569903,-1.3733635733470992,0.7458233373782958,-0.19236845602465164
2024,01,31,16,50,18,834,1706705418.834569,-83.38498904543238,9.42841891921218,0.262956567149775,-1.4950442558551966,0.88592791114896,-0.19697884028945234
2024,01,31,16,50,18,967,1706705418.967865,-83.68288331163717,9.737124111990763,0.2591393168569324,-1.6090410602149563,1.02468774378694,-0.19738179238738168
2024,01,31,16,50,19,141,1706705419.141604,-83.94818554444035,10.018987032959078,0.2626775630855405,-1.7160929229396418,1.1578294937904268,-0.19400721052061118
2024,01,31,16,50,19,306,1706705419.306343,-84.27791149568468,10.296775629017487,0.2637736503178792,-1.8649140299893103,1.302591775806293,-0.19150090941726955
2024,01,31,16,50,19,481,1706705419.481628,-84.57745600090934,10.542423543093262,0.2728371392922021,-2.0120590994544583,1.4409326955805972,-0.1838595540713492
2024,01,31,16,50,19,657,1706705419.657066,-84.89655733035606,10.77408836349333,0.2837217370246929,-2.181527041125285,1.580784515318804,-0.1743602174066775
2024,01,31,16,50,19,856,1706705419.856662,-85.06035778502194,10.990887539619902,0.3022213580091972,-2.2795433702389523,1.728565216314334,-0.15876457362048324
2024,01,31,16,50,20,045,1706705420.045477,-85.21505083397128,11.157868702348164,0.32538989147531866,-2.3790190406374645,1.8496710885845884,-0.138368088349835
2024,01,31,16,50,20,211,1706705420.2118,-85.36222966662811,11.295818316021773,0.35303179305496457,-2.490928870929325,1.966088643815367,-0.11047604844969364
2024,01,31,16,50,20,390,1706705420.390542,-85.49963951364379,11.409763279250017,0.3789941642433122,-2.6011293245956835,2.066927220946138,-0.08303229443077706
2024,01,31,16,50,20,535,1706705420.535134,-85.62669018443005,11.52127887503932,0.4047975110705406,-2.712012561645243,2.173723109076726,-0.05367511060419955
2024,01,31,16,50,20,692,1706705420.692167,-85.74487118422599,11.618695812800173,0.42607485326092087,-2.8193741733618296,2.2704764016731698,-0.028500957856715543
2024,01,31,16,50,20,837,1706705420.83722,-85.85387076440381,11.71607135040126,0.4463815133089833,-2.9232073581177205,2.371624383437122,-0.0034497542033939815
