Year,Month,Day,Hour,Minute,Second,Millisecond,rosTime,podYaw,podYawDelayed,podPitch,podPitchDelayed,podHfov,podHfovDelayed,podVfov,podVfovDelayed,selfPos[0],selfPos[1],selfPos[2],uavQuatDelayed[0],uavQuatDelayed[1],uavQuatDelayed[2],uavQuatDelayed[3],uavQuat[0],uavQuat[1],uavQuat[2],uavQuat[3],target0[0],target0[1],target0[2],targetCnt0,target1[0],target1[1],target1[2],targetCnt1,target2[0],target2[1],target2[2],targetCnt2,target3[0],target3[1],target3[2],targetCnt3,target4[0],target4[1],target4[2],targetCnt4,target5[0],target5[1],target5[2],targetCnt5,target6[0],target6[1],target6[2],targetCnt6,target7[0],target7[1],target7[2],targetCnt7,target8[0],target8[1],target8[2],targetCnt8,target9[0],target9[1],target9[2],targetCnt9
2022,09,08,18,39,32,203,1.0097222328186035,-41.66999816894531,-41.66999816894531,2.859999895095825,2.7699999809265137,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.627340000000004,-0.0019682284526284853,-0.010483639995032266,0.9612222361375038,0.27556856156686255,-0.002093508168558119,-0.01056123459460868,0.9612210125413427,0.2755689434540505,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,255,1.0621180534362793,-41.66999816894531,-41.688719034107436,2.880000114440918,2.80909045734718,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.629620000000003,-0.002051602630525091,-0.01046215668877706,0.9612160856061699,0.27559022293255997,-0.002135859225780352,-0.010527458166722067,0.9612145086785967,0.2755925961191258,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,308,1.1145575046539307,-41.66999816894531,-41.66999816894531,2.859999895095825,2.809999942779541,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.62988,-0.0021466142740967694,-0.010466063856590246,0.9612377658525768,0.275513722077966,-0.0021196642816588914,-0.010544694816225752,0.961199896299469,0.27564302238303756,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,361,1.1683835983276367,-41.63999938964844,-41.63999938964844,2.859999895095825,2.7699999809265137,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.629860000000008,-0.0020809777429318926,-0.010475385239511746,0.9612298134279482,0.27554161502936175,-0.0019621129815571175,-0.010577205559123738,0.9611866300149872,0.27568920021582244,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,414,1.2209141254425049,-41.66999816894531,-41.63999938964844,2.880000114440918,2.7699999809265137,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.628560000000007,-0.00204724360225536,-0.01050422981421673,0.9612242258769397,0.2755602611715288,-0.0019677229384705715,-0.01063069747865848,0.961183358121825,0.27569850998365264,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,468,1.2744030952453613,-41.66999816894531,-41.63999938964844,2.9000000953674316,2.7899999618530273,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.628,-0.0019742400466398993,-0.010521174443900418,0.9612287400900144,0.2755444002144171,-0.001983284795824136,-0.010626297411849646,0.9611659897857564,0.2757591131112457,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,521,1.3277556896209717,-41.689998626708984,-41.65035313802437,2.9000000953674316,2.8350778673637453,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.627500000000012,-0.00192750396404301,-0.010569720443632158,0.9612102809766624,0.27560725948889275,-0.001994456456068614,-0.010643694117651028,0.9611678979164912,0.27575171066335796,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,574,1.3804097175598145,-41.63999938964844,-41.66999816894531,2.859999895095825,2.8712350823632944,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.628460000000004,-0.001950487546037769,-0.010558430306228554,0.9611957023986712,0.27565836979516173,-0.002109531150109871,-0.010610331408549372,0.9611702835841067,0.2757438244105846,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,627,1.4334838390350342,-41.63999938964844,-41.66999816894531,2.859999895095825,2.8705372307417334,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.628340000000009,-0.0020525995208269523,-0.010585767377797286,0.961206765947565,0.2756179991598032,-0.002016774064613066,-0.0106413493081679,0.9612016346361045,0.2756340180024127,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
2022,09,08,18,39,32,682,1.4874842166900635,-41.599998474121094,-41.66999816894531,2.809999942779541,2.859999895095825,6.892602443695068,6.892602443695068,3.8802875782387543,3.8802875782387543,0.0,0.0,8.630040000000008,-0.0021421057518055805,-0.010526373366043512,0.9611994398327908,0.27564514091823905,-0.0017994861559614236,-0.010808881373167538,0.9611018759520465,0.27597665476357286,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,0
